"iteration","value","iteration_num","metric","tweedie_variance_power","hyper_param_label"
"Test Set 2",4568575,2,"mse",1.75,"tweedie_variance_power 1.75"
"Test Set 2",88818.58,2,"null_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 2",0.4285976,2,"r2",1.75,"tweedie_variance_power 1.75"
"Test Set 2",45592.273,2,"residual_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 2",2137.4224,2,"rmse",1.75,"tweedie_variance_power 1.75"
"Test Set 2",0.6215993,2,"rmsle",1.75,"tweedie_variance_power 1.75"
"Test Set 3",1349.0435,3,"mae",1.75,"tweedie_variance_power 1.75"
"Test Set 3",2.4639642,3,"mean_residual_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 3",4637846.5,3,"mse",1.75,"tweedie_variance_power 1.75"
"Test Set 3",88821.31,3,"null_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 3",0.42418525,3,"r2",1.75,"tweedie_variance_power 1.75"
"Test Set 3",46078.598,3,"residual_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 3",2153.566,3,"rmse",1.75,"tweedie_variance_power 1.75"
"Test Set 3",0.62512875,3,"rmsle",1.75,"tweedie_variance_power 1.75"
"Test Set 4",1351.9054,4,"mae",1.75,"tweedie_variance_power 1.75"
"Test Set 4",2.5029109,4,"mean_residual_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 4",5170692,4,"mse",1.75,"tweedie_variance_power 1.75"
"Test Set 4",91584.1,4,"null_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 4",0.4140171,4,"r2",1.75,"tweedie_variance_power 1.75"
"Test Set 4",47057.227,4,"residual_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 4",2273.9155,4,"rmse",1.75,"tweedie_variance_power 1.75"
"Test Set 4",0.6242563,4,"rmsle",1.75,"tweedie_variance_power 1.75"
"Test Set 5",1351.0485,5,"mae",1.75,"tweedie_variance_power 1.75"
"Test Set 5",2.476306,5,"mean_residual_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 5",4755971,5,"mse",1.75,"tweedie_variance_power 1.75"
"Test Set 5",89825.93,5,"null_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 5",0.42520425,5,"r2",1.75,"tweedie_variance_power 1.75"
"Test Set 5",46294.54,5,"residual_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 5",2180.8188,5,"rmse",1.75,"tweedie_variance_power 1.75"
"Test Set 5",0.6238918,5,"rmsle",1.75,"tweedie_variance_power 1.75"
"Test Set 6",1363.4731,6,"mae",1.75,"tweedie_variance_power 1.75"
"Test Set 6",2.4821186,6,"mean_residual_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 6",4829666.5,6,"mse",1.75,"tweedie_variance_power 1.75"
"Test Set 6",90225.19,6,"null_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 6",0.420932,6,"r2",1.75,"tweedie_variance_power 1.75"
"Test Set 6",46599.297,6,"residual_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 6",2197.6501,6,"rmse",1.75,"tweedie_variance_power 1.75"
"Test Set 6",0.6268291,6,"rmsle",1.75,"tweedie_variance_power 1.75"
"Test Set 7",1356.8323,7,"mae",1.75,"tweedie_variance_power 1.75"
"Test Set 7",2.4999747,7,"mean_residual_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 7",5933426,7,"mse",1.75,"tweedie_variance_power 1.75"
"Test Set 7",93171.5,7,"null_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 7",0.38303182,7,"r2",1.75,"tweedie_variance_power 1.75"
"Test Set 7",47842.016,7,"residual_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 7",2435.8625,7,"rmse",1.75,"tweedie_variance_power 1.75"
"Test Set 7",0.6260031,7,"rmsle",1.75,"tweedie_variance_power 1.75"
"Test Set 8",1345.7302,8,"mae",1.75,"tweedie_variance_power 1.75"
"Test Set 8",2.484529,8,"mean_residual_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 8",4764328,8,"mse",1.75,"tweedie_variance_power 1.75"
"Test Set 8",90264.32,8,"null_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 8",0.41954657,8,"r2",1.75,"tweedie_variance_power 1.75"
"Test Set 8",46666.906,8,"residual_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 8",2182.7341,8,"rmse",1.75,"tweedie_variance_power 1.75"
"Test Set 8",0.62932974,8,"rmsle",1.75,"tweedie_variance_power 1.75"
"Test Set 9",1350.6996,9,"mae",1.75,"tweedie_variance_power 1.75"
"Test Set 9",2.4765625,9,"mean_residual_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 9",4781327,9,"mse",1.75,"tweedie_variance_power 1.75"
"Test Set 9",89249.65,9,"null_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 9",0.4274926,9,"r2",1.75,"tweedie_variance_power 1.75"
"Test Set 9",45915.473,9,"residual_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 9",2186.6245,9,"rmse",1.75,"tweedie_variance_power 1.75"
"Test Set 9",0.6301285,9,"rmsle",1.75,"tweedie_variance_power 1.75"
"Test Set 10",1341.4275,10,"mae",1.75,"tweedie_variance_power 1.75"
"Test Set 10",2.4615684,10,"mean_residual_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 10",4641190,10,"mse",1.75,"tweedie_variance_power 1.75"
"Test Set 10",91136.266,10,"null_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 10",0.42936337,10,"r2",1.75,"tweedie_variance_power 1.75"
"Test Set 10",46764.88,10,"residual_deviance",1.75,"tweedie_variance_power 1.75"
"Test Set 10",2154.342,10,"rmse",1.75,"tweedie_variance_power 1.75"
"Test Set 10",0.626907,10,"rmsle",1.75,"tweedie_variance_power 1.75"
"Test Set 1",1347.4934,1,"mae",1.7,"tweedie_variance_power 1.7"
"Test Set 1",3.6440158,1,"mean_residual_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 1",5289738,1,"mse",1.7,"tweedie_variance_power 1.7"
"Test Set 1",138898.27,1,"null_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 1",0.41422147,1,"r2",1.7,"tweedie_variance_power 1.7"
"Test Set 1",69196.21,1,"residual_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 1",2299.943,1,"rmse",1.7,"tweedie_variance_power 1.7"
"Test Set 1",0.6236921,1,"rmsle",1.7,"tweedie_variance_power 1.7"
"Test Set 2",1320.9482,2,"mae",1.7,"tweedie_variance_power 1.7"
"Test Set 2",3.5928388,2,"mean_residual_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 2",4592074.5,2,"mse",1.7,"tweedie_variance_power 1.7"
"Test Set 2",133995.48,2,"null_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 2",0.43546253,2,"r2",1.7,"tweedie_variance_power 1.7"
"Test Set 2",67764.53,2,"residual_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 2",2142.9126,2,"rmse",1.7,"tweedie_variance_power 1.7"
"Test Set 2",0.6189401,2,"rmsle",1.7,"tweedie_variance_power 1.7"
"Test Set 3",1312.381,3,"mae",1.7,"tweedie_variance_power 1.7"
"Test Set 3",3.5103378,3,"mean_residual_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 3",4436405.5,3,"mse",1.7,"tweedie_variance_power 1.7"
"Test Set 3",131511.73,3,"null_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 3",0.44285235,3,"r2",1.7,"tweedie_variance_power 1.7"
"Test Set 3",65692.46,3,"residual_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 3",2106.2776,3,"rmse",1.7,"tweedie_variance_power 1.7"
"Test Set 3",0.6109444,3,"rmsle",1.7,"tweedie_variance_power 1.7"
"Test Set 4",1334.0812,4,"mae",1.7,"tweedie_variance_power 1.7"
"Test Set 4",3.5344112,4,"mean_residual_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 4",5198783.5,4,"mse",1.7,"tweedie_variance_power 1.7"
"Test Set 4",137508.22,4,"null_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 4",0.42095095,4,"r2",1.7,"tweedie_variance_power 1.7"
"Test Set 4",67185.625,4,"residual_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 4",2280.084,4,"rmse",1.7,"tweedie_variance_power 1.7"
"Test Set 4",0.6117229,4,"rmsle",1.7,"tweedie_variance_power 1.7"
"Test Set 5",1312.841,5,"mae",1.7,"tweedie_variance_power 1.7"
"Test Set 5",3.5151725,5,"mean_residual_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 5",4611061.5,5,"mse",1.7,"tweedie_variance_power 1.7"
"Test Set 5",132320.88,5,"null_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 5",0.44238386,5,"r2",1.7,"tweedie_variance_power 1.7"
"Test Set 5",65638.81,5,"residual_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 5",2147.3381,5,"rmse",1.7,"tweedie_variance_power 1.7"
"Test Set 5",0.61392325,5,"rmsle",1.7,"tweedie_variance_power 1.7"
"Test Set 6",1320.4154,6,"mae",1.7,"tweedie_variance_power 1.7"
"Test Set 6",3.536105,6,"mean_residual_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 6",4528448,6,"mse",1.7,"tweedie_variance_power 1.7"
"Test Set 6",134844.23,6,"null_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 6",0.4467353,6,"r2",1.7,"tweedie_variance_power 1.7"
"Test Set 6",66577.78,6,"residual_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 6",2128.0151,6,"rmse",1.7,"tweedie_variance_power 1.7"
"Test Set 6",0.61707336,6,"rmsle",1.7,"tweedie_variance_power 1.7"
"Test Set 7",1334.5851,7,"mae",1.7,"tweedie_variance_power 1.7"
"Test Set 7",3.5913107,7,"mean_residual_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 7",4908811.5,7,"mse",1.7,"tweedie_variance_power 1.7"
"Test Set 7",135950.55,7,"null_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 7",0.42634952,7,"r2",1.7,"tweedie_variance_power 1.7"
"Test Set 7",68062.52,7,"residual_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 7",2215.5837,7,"rmse",1.7,"tweedie_variance_power 1.7"
"Test Set 7",0.62227184,7,"rmsle",1.7,"tweedie_variance_power 1.7"
"Test Set 8",1335.8168,8,"mae",1.7,"tweedie_variance_power 1.7"
"Test Set 8",3.5562253,8,"mean_residual_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 8",5024803.5,8,"mse",1.7,"tweedie_variance_power 1.7"
"Test Set 8",136652.86,8,"null_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 8",0.43329751,8,"r2",1.7,"tweedie_variance_power 1.7"
"Test Set 8",66960.164,8,"residual_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 8",2241.6074,8,"rmse",1.7,"tweedie_variance_power 1.7"
"Test Set 8",0.6104913,8,"rmsle",1.7,"tweedie_variance_power 1.7"
"Test Set 9",1319.7914,9,"mae",1.7,"tweedie_variance_power 1.7"
"Test Set 9",3.458946,9,"mean_residual_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 9",4388050,9,"mse",1.7,"tweedie_variance_power 1.7"
"Test Set 9",133522.22,9,"null_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 9",0.46187928,9,"r2",1.7,"tweedie_variance_power 1.7"
"Test Set 9",64903.664,9,"residual_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 9",2094.7673,9,"rmse",1.7,"tweedie_variance_power 1.7"
"Test Set 9",0.61075044,9,"rmsle",1.7,"tweedie_variance_power 1.7"
"Test Set 10",1304.2334,10,"mae",1.7,"tweedie_variance_power 1.7"
"Test Set 10",3.4687748,10,"mean_residual_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 10",4496233,10,"mse",1.7,"tweedie_variance_power 1.7"
"Test Set 10",132305.6,10,"null_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 10",0.45011115,10,"r2",1.7,"tweedie_variance_power 1.7"
"Test Set 10",64862.62,10,"residual_deviance",1.7,"tweedie_variance_power 1.7"
"Test Set 10",2120.4324,10,"rmse",1.7,"tweedie_variance_power 1.7"
"Test Set 10",0.61454916,10,"rmsle",1.7,"tweedie_variance_power 1.7"
"Test Set 1",1322.3918,1,"mae",1.65,"tweedie_variance_power 1.65"
"Test Set 1",5.2367167,1,"mean_residual_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 1",4846988,1,"mse",1.65,"tweedie_variance_power 1.65"
"Test Set 1",199905.55,1,"null_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 1",0.43541119,1,"r2",1.65,"tweedie_variance_power 1.65"
"Test Set 1",98172.734,1,"residual_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 1",2201.5876,1,"rmse",1.65,"tweedie_variance_power 1.65"
"Test Set 1",0.61022097,1,"rmsle",1.65,"tweedie_variance_power 1.65"
"Test Set 2",1327.8088,2,"mae",1.65,"tweedie_variance_power 1.65"
"Test Set 2",5.217327,2,"mean_residual_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 2",4883368,2,"mse",1.65,"tweedie_variance_power 1.65"
"Test Set 2",205241.39,2,"null_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 2",0.44635856,2,"r2",1.65,"tweedie_variance_power 1.65"
"Test Set 2",98341.4,2,"residual_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 2",2209.8345,2,"rmse",1.65,"tweedie_variance_power 1.65"
"Test Set 2",0.6115491,2,"rmsle",1.65,"tweedie_variance_power 1.65"
"Test Set 3",1301.259,3,"mae",1.65,"tweedie_variance_power 1.65"
"Test Set 3",5.057036,3,"mean_residual_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 3",4291131.5,3,"mse",1.65,"tweedie_variance_power 1.65"
"Test Set 3",199720.2,3,"null_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 3",0.4648721,3,"r2",1.65,"tweedie_variance_power 1.65"
"Test Set 3",96240.45,3,"residual_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 3",2071.5046,3,"rmse",1.65,"tweedie_variance_power 1.65"
"Test Set 3",0.60357046,3,"rmsle",1.65,"tweedie_variance_power 1.65"
"Test Set 4",1306.1251,4,"mae",1.65,"tweedie_variance_power 1.65"
"Test Set 4",5.1178474,4,"mean_residual_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 4",4492959.5,4,"mse",1.65,"tweedie_variance_power 1.65"
"Test Set 4",200000.06,4,"null_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 4",0.45395535,4,"r2",1.65,"tweedie_variance_power 1.65"
"Test Set 4",96701.73,4,"residual_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 4",2119.6602,4,"rmse",1.65,"tweedie_variance_power 1.65"
"Test Set 4",0.61174166,4,"rmsle",1.65,"tweedie_variance_power 1.65"
"Test Set 5",1304.5626,5,"mae",1.65,"tweedie_variance_power 1.65"
"Test Set 5",5.094983,5,"mean_residual_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 5",4386868.5,5,"mse",1.65,"tweedie_variance_power 1.65"
"Test Set 5",198211.84,5,"null_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 5",0.46279195,5,"r2",1.65,"tweedie_variance_power 1.65"
"Test Set 5",95597.164,5,"residual_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 5",2094.4854,5,"rmse",1.65,"tweedie_variance_power 1.65"
"Test Set 5",0.61028206,5,"rmsle",1.65,"tweedie_variance_power 1.65"
"Test Set 6",1309.1234,6,"mae",1.65,"tweedie_variance_power 1.65"
"Test Set 6",5.135209,6,"mean_residual_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 6",4383004.5,6,"mse",1.65,"tweedie_variance_power 1.65"
"Test Set 6",201597.73,6,"null_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 6",0.4598277,6,"r2",1.65,"tweedie_variance_power 1.65"
"Test Set 6",97230.05,6,"residual_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 6",2093.5627,6,"rmse",1.65,"tweedie_variance_power 1.65"
"Test Set 6",0.6130759,6,"rmsle",1.65,"tweedie_variance_power 1.65"
"Test Set 7",1288.7783,7,"mae",1.65,"tweedie_variance_power 1.65"
"Test Set 7",5.048616,7,"mean_residual_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 7",4763939.5,7,"mse",1.65,"tweedie_variance_power 1.65"
"Test Set 7",200781.98,7,"null_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 7",0.4420376,7,"r2",1.65,"tweedie_variance_power 1.65"
"Test Set 7",95045.24,7,"residual_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 7",2182.645,7,"rmse",1.65,"tweedie_variance_power 1.65"
"Test Set 7",0.608707,7,"rmsle",1.65,"tweedie_variance_power 1.65"
"Test Set 8",1304.3511,8,"mae",1.65,"tweedie_variance_power 1.65"
"Test Set 8",5.1501746,8,"mean_residual_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 8",4517450.5,8,"mse",1.65,"tweedie_variance_power 1.65"
"Test Set 8",198915.88,8,"null_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 8",0.45325768,8,"r2",1.65,"tweedie_variance_power 1.65"
"Test Set 8",96812.98,8,"residual_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 8",2125.4294,8,"rmse",1.65,"tweedie_variance_power 1.65"
"Test Set 8",0.608983,8,"rmsle",1.65,"tweedie_variance_power 1.65"
"Test Set 9",1313.3599,9,"mae",1.65,"tweedie_variance_power 1.65"
"Test Set 9",5.18194,9,"mean_residual_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 9",4471765.5,9,"mse",1.65,"tweedie_variance_power 1.65"
"Test Set 9",201494.14,9,"null_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 9",0.46131447,9,"r2",1.65,"tweedie_variance_power 1.65"
"Test Set 9",97487.84,9,"residual_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 9",2114.655,9,"rmse",1.65,"tweedie_variance_power 1.65"
"Test Set 9",0.61010265,9,"rmsle",1.65,"tweedie_variance_power 1.65"
"Test Set 10",1329.5336,10,"mae",1.65,"tweedie_variance_power 1.65"
"Test Set 10",5.2751718,10,"mean_residual_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 10",5474664.5,10,"mse",1.65,"tweedie_variance_power 1.65"
"Test Set 10",200620.78,10,"null_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 10",0.41206935,10,"r2",1.65,"tweedie_variance_power 1.65"
"Test Set 10",98445.26,10,"residual_deviance",1.65,"tweedie_variance_power 1.65"
"Test Set 10",2339.8,10,"rmse",1.65,"tweedie_variance_power 1.65"
"Test Set 10",0.6125036,10,"rmsle",1.65,"tweedie_variance_power 1.65"
"Test Set 1",1292.8954,1,"mae",1.6,"tweedie_variance_power 1.6"
"Test Set 1",7.3830237,1,"mean_residual_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 1",4336825,1,"mse",1.6,"tweedie_variance_power 1.6"
"Test Set 1",294325.38,1,"null_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 1",0.46751547,1,"r2",1.6,"tweedie_variance_power 1.6"
"Test Set 1",138749.16,1,"residual_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 1",2082.5046,1,"rmse",1.6,"tweedie_variance_power 1.6"
"Test Set 1",0.60104907,1,"rmsle",1.6,"tweedie_variance_power 1.6"
"Test Set 2",1302.442,2,"mae",1.6,"tweedie_variance_power 1.6"
"Test Set 2",7.5618687,2,"mean_residual_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 2",4483781,2,"mse",1.6,"tweedie_variance_power 1.6"
"Test Set 2",301505.8,2,"null_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 2",0.4703092,2,"r2",1.6,"tweedie_variance_power 1.6"
"Test Set 2",141308.64,2,"residual_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 2",2117.4941,2,"rmse",1.6,"tweedie_variance_power 1.6"
"Test Set 2",0.60862845,2,"rmsle",1.6,"tweedie_variance_power 1.6"
"Test Set 3",1304.2539,3,"mae",1.6,"tweedie_variance_power 1.6"
"Test Set 3",7.6554246,3,"mean_residual_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 3",5077888,3,"mse",1.6,"tweedie_variance_power 1.6"
"Test Set 3",303587.97,3,"null_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 3",0.42640635,3,"r2",1.6,"tweedie_variance_power 1.6"
"Test Set 3",145506.66,3,"residual_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 3",2253.417,3,"rmse",1.6,"tweedie_variance_power 1.6"
"Test Set 3",0.6094653,3,"rmsle",1.6,"tweedie_variance_power 1.6"
"Test Set 4",1303.1589,4,"mae",1.6,"tweedie_variance_power 1.6"
"Test Set 4",7.621963,4,"mean_residual_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 4",4793976,4,"mse",1.6,"tweedie_variance_power 1.6"
"Test Set 4",300103.47,4,"null_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 4",0.44312564,4,"r2",1.6,"tweedie_variance_power 1.6"
"Test Set 4",143643.52,4,"residual_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 4",2189.5151,4,"rmse",1.6,"tweedie_variance_power 1.6"
"Test Set 4",0.60939646,4,"rmsle",1.6,"tweedie_variance_power 1.6"
"Test Set 5",1289.7748,5,"mae",1.6,"tweedie_variance_power 1.6"
"Test Set 5",7.5522943,5,"mean_residual_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 5",4700418.5,5,"mse",1.6,"tweedie_variance_power 1.6"
"Test Set 5",298717.16,5,"null_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 5",0.44816318,5,"r2",1.6,"tweedie_variance_power 1.6"
"Test Set 5",142730.81,5,"residual_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 5",2168.045,5,"rmse",1.6,"tweedie_variance_power 1.6"
"Test Set 5",0.603985,5,"rmsle",1.6,"tweedie_variance_power 1.6"
"Test Set 6",1313.4972,6,"mae",1.6,"tweedie_variance_power 1.6"
"Test Set 6",7.564661,6,"mean_residual_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 6",4355373.5,6,"mse",1.6,"tweedie_variance_power 1.6"
"Test Set 6",298842.16,6,"null_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 6",0.47403547,6,"r2",1.6,"tweedie_variance_power 1.6"
"Test Set 6",141882.78,6,"residual_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 6",2086.9531,6,"rmse",1.6,"tweedie_variance_power 1.6"
"Test Set 6",0.6074281,6,"rmsle",1.6,"tweedie_variance_power 1.6"
"Test Set 7",1302.7659,7,"mae",1.6,"tweedie_variance_power 1.6"
"Test Set 7",7.580675,7,"mean_residual_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 7",4555225.5,7,"mse",1.6,"tweedie_variance_power 1.6"
"Test Set 7",293758.34,7,"null_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 7",0.4494081,7,"r2",1.6,"tweedie_variance_power 1.6"
"Test Set 7",141819.27,7,"residual_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 7",2134.2974,7,"rmse",1.6,"tweedie_variance_power 1.6"
"Test Set 7",0.6086726,7,"rmsle",1.6,"tweedie_variance_power 1.6"
"Test Set 8",1319.9636,8,"mae",1.6,"tweedie_variance_power 1.6"
"Test Set 8",7.6292887,8,"mean_residual_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 8",4583403,8,"mse",1.6,"tweedie_variance_power 1.6"
"Test Set 8",303597.56,8,"null_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 8",0.4680546,8,"r2",1.6,"tweedie_variance_power 1.6"
"Test Set 8",143255.16,8,"residual_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 8",2140.8884,8,"rmse",1.6,"tweedie_variance_power 1.6"
"Test Set 8",0.611044,8,"rmsle",1.6,"tweedie_variance_power 1.6"
"Test Set 9",1288.8416,9,"mae",1.6,"tweedie_variance_power 1.6"
"Test Set 9",7.430376,9,"mean_residual_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 9",4177620.8,9,"mse",1.6,"tweedie_variance_power 1.6"
"Test Set 9",290766.12,9,"null_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 9",0.47002828,9,"r2",1.6,"tweedie_variance_power 1.6"
"Test Set 9",139074.34,9,"residual_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 9",2043.9229,9,"rmse",1.6,"tweedie_variance_power 1.6"
"Test Set 9",0.60658264,9,"rmsle",1.6,"tweedie_variance_power 1.6"
"Test Set 10",1315.0718,10,"mae",1.6,"tweedie_variance_power 1.6"
"Test Set 10",7.6444235,10,"mean_residual_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 10",4776030.5,10,"mse",1.6,"tweedie_variance_power 1.6"
"Test Set 10",304767.34,10,"null_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 10",0.44962952,10,"r2",1.6,"tweedie_variance_power 1.6"
"Test Set 10",146222.53,10,"residual_deviance",1.6,"tweedie_variance_power 1.6"
"Test Set 10",2185.413,10,"rmse",1.6,"tweedie_variance_power 1.6"
"Test Set 10",0.60820335,10,"rmsle",1.6,"tweedie_variance_power 1.6"
"Test Set 1",1315.1583,1,"mae",1.55,"tweedie_variance_power 1.55"
"Test Set 1",11.31705,1,"mean_residual_deviance",1.55,"tweedie_variance_power 1.55"
"Test Set 1",5120601,1,"mse",1.55,"tweedie_variance_power 1.55"
"Test Set 1",460364.38,1,"null_deviance",1.55,"tweedie_variance_power 1.55"
"Test Set 1",0.44482026,1,"r2",1.55,"tweedie_variance_power 1.55"
"Test Set 1",214933.4,1,"residual_deviance",1.55,"tweedie_variance_power 1.55"
"Test Set 1",2262.8745,1,"rmse",1.55,"tweedie_variance_power 1.55"
"Test Set 1",0.609874,1,"rmsle",1.55,"tweedie_variance_power 1.55"
"Test Set 2",1302.0183,2,"mae",1.55,"tweedie_variance_power 1.55"
"Test Set 2",11.099235,2,"mean_residual_deviance",1.55,"tweedie_variance_power 1.55"
"Test Set 2",4343034,2,"mse",1.55,"tweedie_variance_power 1.55"
"Test Set 2",445382.9,2,"null_deviance",1.55,"tweedie_variance_power 1.55"
"Test Set 2",0.47456306,2,"r2",1.55,"tweedie_variance_power 1.55"
"Test Set 2",209054.08,2,"residual_deviance",1.55,"tweedie_variance_power 1.55"
"Test Set 2",2083.9949,2,"rmse",1.55,"tweedie_variance_power 1.55"
"Test Set 2",0.60421604,2,"rmsle",1.55,"tweedie_variance_power 1.55"
"Test Set 3",1313.5328,3,"mae",1.55,"tweedie_variance_power 1.55"
"Test Set 3",11.261064,3,"mean_residual_deviance",1.55,"tweedie_variance_power 1.55"
"Test Set 3",4625962,3,"mse",1.55,"tweedie_variance_power 1.55"
"Test Set 3",459471.7,3,"null_deviance",1.55,"tweedie_variance_power 1.55"
"Test Set 3",0.47364876,3,"r2",1.55,"tweedie_variance_power 1.55"
"Test Set 3",212721.48,3,"residual_deviance",1.55,"tweedie_variance_power 1.55"
"Test Set 3",2150.805,3,"rmse",1.55,"tweedie_variance_power 1.55"
"Test Set 3",0.6112184,3,"rmsle",1.55,"tweedie_variance_power 1.55"
"Test Set 4",1281.0365,4,"mae",1.55,"tweedie_variance_power 1.55"
