"iteration","value","iteration_num","metric","alpha","lambda","hyper_param_label"
"Test Set 3",682624,3,"null_deviance",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 3",0.010207772,3,"r2",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 3",671598.56,3,"residual_deviance",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 3",3065.3623,3,"rmse",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 3",0.87280905,3,"rmsle",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 4",1947.4303,4,"mae",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 4",34.78463,4,"mean_residual_deviance",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 4",8341828,4,"mse",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 4",666003.7,4,"null_deviance",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 4",0.011482958,4,"r2",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 4",655064.1,4,"residual_deviance",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 4",2888.2222,4,"rmse",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 4",0.8644487,4,"rmsle",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 5",1962.1925,5,"mae",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 5",35.204422,5,"mean_residual_deviance",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 5",8402362,5,"mse",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 5",668520.75,5,"null_deviance",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 5",0.011315448,5,"r2",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 5",657653.8,5,"residual_deviance",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 5",2898.6829,5,"rmse",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 5",0.870742,5,"rmsle",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 6",1925.0258,6,"mae",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 6",34.348236,6,"mean_residual_deviance",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 6",8009431,6,"mse",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 6",665461,6,"null_deviance",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 6",0.01175601,6,"r2",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 6",654402.6,6,"residual_deviance",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 6",2830.0938,6,"rmse",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 6",0.8686377,6,"rmsle",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 7",1937.4247,7,"mae",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 7",34.49437,7,"mean_residual_deviance",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 7",7930825,7,"mse",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 7",658184.44,7,"null_deviance",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 7",0.011829788,7,"r2",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 7",647493.8,7,"residual_deviance",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 7",2816.172,7,"rmse",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 7",0.8717625,7,"rmsle",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 8",1955.1481,8,"mae",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 8",34.84954,8,"mean_residual_deviance",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 8",8189253,8,"mse",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 8",662646.06,8,"null_deviance",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 8",0.011580939,8,"r2",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 8",651860.7,8,"residual_deviance",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 8",2861.687,8,"rmse",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 8",0.86893946,8,"rmsle",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 9",1937.1737,9,"mae",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 9",34.37602,9,"mean_residual_deviance",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 9",8580531,9,"mse",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 9",658342.8,9,"null_deviance",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 9",0.011133547,9,"r2",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 9",647403.56,9,"residual_deviance",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 9",2929.2544,9,"rmse",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 9",0.8613443,9,"rmsle",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 10",1928.6962,10,"mae",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 10",34.258507,10,"mean_residual_deviance",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 10",7994864.5,10,"mse",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 10",655649.3,10,"null_deviance",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 10",0.011656865,10,"r2",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 10",644916.4,10,"residual_deviance",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 10",2827.519,10,"rmse",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 10",0.8668501,10,"rmsle",0.5,0.0005,"alpha 0.5, lambda 0.0005"
"Test Set 1",1941.3167,1,"mae",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 1",34.76086,1,"mean_residual_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 1",8196952.5,1,"mse",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 1",664302.44,1,"null_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 1",0.01010436,1,"r2",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 1",654859.8,1,"residual_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 1",2863.032,1,"rmse",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 1",0.8729367,1,"rmsle",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 2",1958.8855,2,"mae",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 2",35.05188,2,"mean_residual_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 2",8687037,2,"mse",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 2",671265.25,2,"null_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 2",0.00963087,2,"r2",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 2",661674.3,2,"residual_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 2",2947.378,2,"rmse",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 2",0.8709825,2,"rmsle",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 3",1936.8253,3,"mae",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 3",34.597446,3,"mean_residual_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 3",8014824.5,3,"mse",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 3",662703.56,3,"null_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 3",0.010232944,3,"r2",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 3",653269,3,"residual_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 3",2831.0466,3,"rmse",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 3",0.87255836,3,"rmsle",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 4",1938.1846,4,"mae",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 4",34.39,4,"mean_residual_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 4",7902913.5,4,"mse",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 4",655371.75,4,"null_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 4",0.010362323,4,"r2",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 4",646050.56,4,"residual_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 4",2811.2122,4,"rmse",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 4",0.86470765,4,"rmsle",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 5",1966.0938,5,"mae",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 5",35.444115,5,"mean_residual_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 5",9217771,5,"mse",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 5",671147.2,5,"null_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 5",0.008863391,5,"r2",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 5",661741.56,5,"residual_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 5",3036.0784,5,"rmse",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 5",0.8696878,5,"rmsle",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 6",1927.6217,6,"mae",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 6",34.157375,6,"mean_residual_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 6",8011197.5,6,"mse",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 6",657162.9,6,"null_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 6",0.010001903,6,"r2",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 6",647931.25,6,"residual_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 6",2830.4058,6,"rmse",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 6",0.8635519,6,"rmsle",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 7",1944.6805,7,"mae",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 7",35.011593,7,"mean_residual_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 7",8466667,7,"mse",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 7",671423.1,7,"null_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 7",0.009868879,7,"r2",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 7",661754.1,7,"residual_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 7",2909.754,7,"rmse",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 7",0.87553626,7,"rmsle",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 8",1960.6434,8,"mae",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 8",35.253067,8,"mean_residual_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 8",8574331,8,"mse",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 8",671100.6,8,"null_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 8",0.009791296,8,"r2",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 8",661559.06,8,"residual_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 8",2928.196,8,"rmse",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 8",0.8709156,8,"rmsle",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 9",1933.9348,9,"mae",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 9",34.32533,9,"mean_residual_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 9",7953443,9,"mse",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 9",656087.4,9,"null_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 9",0.01020296,9,"r2",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 9",646826.5,9,"residual_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 9",2820.1848,9,"rmse",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 9",0.86579,9,"rmsle",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 10",1968.3135,10,"mae",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 10",35.35646,10,"mean_residual_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 10",8485594,10,"mse",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 10",673654.75,10,"null_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 10",0.009819624,10,"r2",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 10",664135.75,10,"residual_deviance",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 10",2913.0042,10,"rmse",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 10",0.87397695,10,"rmsle",0.4,0.0005,"alpha 0.4, lambda 0.0005"
"Test Set 1",1965.333,1,"mae",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 1",35.308537,1,"mean_residual_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 1",8629849,1,"mse",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 1",673812.5,1,"null_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 1",0.008943794,1,"r2",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 1",664895.06,1,"residual_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 1",2937.6604,1,"rmse",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 1",0.8703754,1,"rmsle",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 2",1979.2208,2,"mae",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 2",35.495102,2,"mean_residual_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 2",8802205,2,"mse",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 2",668976.6,2,"null_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 2",0.008607456,2,"r2",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 2",660031.44,2,"residual_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 2",2966.851,2,"rmse",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 2",0.8683557,2,"rmsle",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 3",1944.9712,3,"mae",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 3",34.742977,3,"mean_residual_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 3",8067022,3,"mse",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 3",655469.25,3,"null_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 3",0.009787191,3,"r2",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 3",646532.06,3,"residual_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 3",2840.2502,3,"rmse",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 3",0.8722711,3,"rmsle",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 4",1922.0144,4,"mae",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 4",34.07616,4,"mean_residual_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 4",7904815.5,4,"mse",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 4",647653.06,4,"null_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 4",0.009749795,4,"r2",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 4",638791.75,4,"residual_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 4",2811.5503,4,"rmse",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 4",0.8677578,4,"rmsle",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 5",1939.7722,5,"mae",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 5",34.832935,5,"mean_residual_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 5",9136058,5,"mse",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 5",658105.1,5,"null_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 5",0.008638309,5,"r2",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 5",649216.25,5,"residual_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 5",3022.5913,5,"rmse",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 5",0.8662473,5,"rmsle",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 6",1955.8668,6,"mae",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 6",35.29996,6,"mean_residual_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 6",8581838,6,"mse",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 6",676238.5,6,"null_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 6",0.009247671,6,"r2",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 6",667169.3,6,"residual_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 6",2929.4773,6,"rmse",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 6",0.87242585,6,"rmsle",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 7",1935.7285,7,"mae",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 7",34.39289,7,"mean_residual_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 7",7924858.5,7,"mse",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 7",662910.4,7,"null_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 7",0.009614379,7,"r2",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 7",653980.8,7,"residual_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 7",2815.1125,7,"rmse",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 7",0.8739223,7,"rmsle",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 8",1952.0122,8,"mae",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 8",35.012356,8,"mean_residual_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 8",8392076,8,"mse",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 8",672266.9,8,"null_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 8",0.009546212,8,"r2",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 8",663064,8,"residual_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 8",2896.908,8,"rmse",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 8",0.8686096,8,"rmsle",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 9",1954.3922,9,"mae",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 9",35.101986,9,"mean_residual_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 9",8185052,9,"mse",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 9",676833.8,9,"null_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 9",0.009612873,9,"r2",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 9",667780.2,9,"residual_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 9",2860.9531,9,"rmse",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 9",0.8775176,9,"rmsle",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 10",1936.9614,10,"mae",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 10",34.323753,10,"mean_residual_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 10",7934373,10,"mse",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 10",662048.25,10,"null_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 10",0.009971056,10,"r2",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 10",652906.44,10,"residual_deviance",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 10",2816.802,10,"rmse",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 10",0.8672893,10,"rmsle",0.8,0.001,"alpha 0.8, lambda 0.001"
"Test Set 1",1959.313,1,"mae",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 1",35.14045,1,"mean_residual_deviance",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 1",8313486.5,1,"mse",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 1",672503.94,1,"null_deviance",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 1",0.009014271,1,"r2",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 1",663943.7,1,"residual_deviance",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 1",2883.3118,1,"rmse",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 1",0.8731275,1,"rmsle",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 2",1930.0396,2,"mae",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 2",34.306763,2,"mean_residual_deviance",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 2",7819758,2,"mse",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 2",650543,2,"null_deviance",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 2",0.009269962,2,"r2",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 2",642291.2,2,"residual_deviance",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 2",2796.383,2,"rmse",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 2",0.87097996,2,"rmsle",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 3",1959.2012,3,"mae",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 3",35.14086,3,"mean_residual_deviance",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 3",8473658,3,"mse",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 3",668832.1,3,"null_deviance",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 3",0.008782813,3,"r2",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 3",660367.06,3,"residual_deviance",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 3",2910.9548,3,"rmse",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 3",0.87057894,3,"rmsle",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 4",1942.3301,4,"mae",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 4",34.90962,4,"mean_residual_deviance",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 4",8595898,4,"mse",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 4",662406.3,4,"null_deviance",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 4",0.008570836,4,"r2",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 4",654066.6,4,"residual_deviance",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 4",2931.8762,4,"rmse",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 4",0.87017506,4,"rmsle",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 5",1986.8344,5,"mae",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 5",36.027596,5,"mean_residual_deviance",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 5",9014860,5,"mse",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 5",684759.9,5,"null_deviance",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 5",0.008299384,5,"r2",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 5",676129.9,5,"residual_deviance",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 5",3002.4756,5,"rmse",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 5",0.8753949,5,"rmsle",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 6",1973.4263,6,"mae",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 6",35.6138,6,"mean_residual_deviance",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 6",8672414,6,"mse",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 6",676231.06,6,"null_deviance",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 6",0.008675153,6,"r2",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 6",667687.5,6,"residual_deviance",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 6",2944.8962,6,"rmse",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 6",0.87626845,6,"rmsle",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 7",1949.0402,7,"mae",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 7",34.72714,7,"mean_residual_deviance",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 7",7949619.5,7,"mse",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 7",662405.3,7,"null_deviance",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 7",0.009189805,7,"r2",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 7",654085.6,7,"residual_deviance",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 7",2819.507,7,"rmse",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 7",0.8714192,7,"rmsle",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 8",1915.1698,8,"mae",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 8",33.701935,8,"mean_residual_deviance",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 8",7533371.5,8,"mse",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 8",647606.75,8,"null_deviance",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 8",0.009380464,8,"r2",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 8",639460.5,8,"residual_deviance",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 8",2744.6987,8,"rmse",0.3,0.0005,"alpha 0.3, lambda 0.0005"
"Test Set 8",0.8672612,8,"rmsle",0.3,0.0005,"alpha 0.3, lambda 0.0005"
