"iteration","value","iteration_num","metric","alpha","lambda","hyper_param_label"
"Test Set 6",661045.7,6,"null_deviance",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 6",0.18252419,6,"r2",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 6",492680.84,6,"residual_deviance",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 6",2593.0542,6,"rmse",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 6",0.7459246,6,"rmsle",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 7",1638.5839,7,"mae",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 7",26.121235,7,"mean_residual_deviance",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 7",6764498.5,7,"mse",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 7",665205.06,7,"null_deviance",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 7",0.17695168,7,"r2",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 7",498602.12,7,"residual_deviance",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 7",2600.865,7,"rmse",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 7",0.74723816,7,"rmsle",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 8",1643.7007,8,"mae",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 8",26.386885,8,"mean_residual_deviance",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 8",7142482.5,8,"mse",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 8",664795.2,8,"null_deviance",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 8",0.17405377,8,"r2",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 8",494886,8,"residual_deviance",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 8",2672.5422,8,"rmse",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 8",0.74455076,8,"rmsle",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 9",1626.681,9,"mae",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 9",25.832026,9,"mean_residual_deviance",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 9",6577200.5,9,"mse",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 9",650337.2,9,"null_deviance",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 9",0.1810531,9,"r2",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 9",485693.75,9,"residual_deviance",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 9",2564.6052,9,"rmse",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 9",0.7416736,9,"rmsle",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 10",1663.9033,10,"mae",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 10",26.921759,10,"mean_residual_deviance",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 10",7565022.5,10,"mse",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 10",682852.75,10,"null_deviance",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 10",0.1665596,10,"r2",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 10",511055.72,10,"residual_deviance",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 10",2750.4587,10,"rmse",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 10",0.7505055,10,"rmsle",0.8,0.00005,"alpha 0.8, lambda 0.00005"
"Test Set 1",1669.6968,1,"mae",0.8,0,"alpha 0.8, lambda 0"
"Test Set 1",27.091906,1,"mean_residual_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 1",6828848.5,1,"mse",0.8,0,"alpha 0.8, lambda 0"
"Test Set 1",660675.1,1,"null_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 1",0.16338572,1,"r2",0.8,0,"alpha 0.8, lambda 0"
"Test Set 1",509571.66,1,"residual_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 1",2613.2065,1,"rmse",0.8,0,"alpha 0.8, lambda 0"
"Test Set 1",0.7631909,1,"rmsle",0.8,0,"alpha 0.8, lambda 0"
"Test Set 2",1666.5382,2,"mae",0.8,0,"alpha 0.8, lambda 0"
"Test Set 2",26.814102,2,"mean_residual_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 2",6789555.5,2,"mse",0.8,0,"alpha 0.8, lambda 0"
"Test Set 2",662561.25,2,"null_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 2",0.16511703,2,"r2",0.8,0,"alpha 0.8, lambda 0"
"Test Set 2",509896.97,2,"residual_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 2",2605.6775,2,"rmse",0.8,0,"alpha 0.8, lambda 0"
"Test Set 2",0.7565802,2,"rmsle",0.8,0,"alpha 0.8, lambda 0"
"Test Set 3",1691.044,3,"mae",0.8,0,"alpha 0.8, lambda 0"
"Test Set 3",27.75326,3,"mean_residual_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 3",7847290,3,"mse",0.8,0,"alpha 0.8, lambda 0"
"Test Set 3",676010.2,3,"null_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 3",0.15204856,3,"r2",0.8,0,"alpha 0.8, lambda 0"
"Test Set 3",518236.62,3,"residual_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 3",2801.3015,3,"rmse",0.8,0,"alpha 0.8, lambda 0"
"Test Set 3",0.7649461,3,"rmsle",0.8,0,"alpha 0.8, lambda 0"
"Test Set 4",1680.9359,4,"mae",0.8,0,"alpha 0.8, lambda 0"
"Test Set 4",27.34872,4,"mean_residual_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 4",7063079,4,"mse",0.8,0,"alpha 0.8, lambda 0"
"Test Set 4",667192.94,4,"null_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 4",0.16263875,4,"r2",0.8,0,"alpha 0.8, lambda 0"
"Test Set 4",512870.56,4,"residual_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 4",2657.6453,4,"rmse",0.8,0,"alpha 0.8, lambda 0"
"Test Set 4",0.76592785,4,"rmsle",0.8,0,"alpha 0.8, lambda 0"
"Test Set 5",1694.8713,5,"mae",0.8,0,"alpha 0.8, lambda 0"
"Test Set 5",27.770687,5,"mean_residual_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 5",7314234,5,"mse",0.8,0,"alpha 0.8, lambda 0"
"Test Set 5",681334.94,5,"null_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 5",0.15741178,5,"r2",0.8,0,"alpha 0.8, lambda 0"
"Test Set 5",526310.06,5,"residual_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 5",2704.4841,5,"rmse",0.8,0,"alpha 0.8, lambda 0"
"Test Set 5",0.76340526,5,"rmsle",0.8,0,"alpha 0.8, lambda 0"
"Test Set 6",1664.5701,6,"mae",0.8,0,"alpha 0.8, lambda 0"
"Test Set 6",26.875778,6,"mean_residual_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 6",6832360,6,"mse",0.8,0,"alpha 0.8, lambda 0"
"Test Set 6",660752.3,6,"null_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 6",0.16314101,6,"r2",0.8,0,"alpha 0.8, lambda 0"
"Test Set 6",508677.84,6,"residual_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 6",2613.8784,6,"rmse",0.8,0,"alpha 0.8, lambda 0"
"Test Set 6",0.75997126,6,"rmsle",0.8,0,"alpha 0.8, lambda 0"
"Test Set 7",1480.7621,7,"mae",0.8,0,"alpha 0.8, lambda 0"
"Test Set 7",22.16513,7,"mean_residual_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 7",6156896,7,"mse",0.8,0,"alpha 0.8, lambda 0"
"Test Set 7",664336.5,7,"null_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 7",0.2523259,7,"r2",0.8,0,"alpha 0.8, lambda 0"
"Test Set 7",418987.47,7,"residual_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 7",2481.3093,7,"rmse",0.8,0,"alpha 0.8, lambda 0"
"Test Set 7",0.6597777,7,"rmsle",0.8,0,"alpha 0.8, lambda 0"
"Test Set 8",1573.3043,8,"mae",0.8,0,"alpha 0.8, lambda 0"
"Test Set 8",24.92523,8,"mean_residual_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 8",6876212,8,"mse",0.8,0,"alpha 0.8, lambda 0"
"Test Set 8",656091.1,8,"null_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 8",0.19004795,8,"r2",0.8,0,"alpha 0.8, lambda 0"
"Test Set 8",465304.2,8,"residual_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 8",2622.2532,8,"rmse",0.8,0,"alpha 0.8, lambda 0"
"Test Set 8",0.69933516,8,"rmsle",0.8,0,"alpha 0.8, lambda 0"
"Test Set 9",1648.9531,9,"mae",0.8,0,"alpha 0.8, lambda 0"
"Test Set 9",26.610935,9,"mean_residual_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 9",6702692.5,9,"mse",0.8,0,"alpha 0.8, lambda 0"
"Test Set 9",665050.8,9,"null_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 9",0.16854672,9,"r2",0.8,0,"alpha 0.8, lambda 0"
"Test Set 9",502148.34,9,"residual_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 9",2588.9558,9,"rmse",0.8,0,"alpha 0.8, lambda 0"
"Test Set 9",0.74414307,9,"rmsle",0.8,0,"alpha 0.8, lambda 0"
"Test Set 10",1676.4945,10,"mae",0.8,0,"alpha 0.8, lambda 0"
"Test Set 10",27.1904,10,"mean_residual_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 10",7390711.5,10,"mse",0.8,0,"alpha 0.8, lambda 0"
"Test Set 10",660223.44,10,"null_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 10",0.15346994,10,"r2",0.8,0,"alpha 0.8, lambda 0"
"Test Set 10",509738.4,10,"residual_deviance",0.8,0,"alpha 0.8, lambda 0"
"Test Set 10",2718.5864,10,"rmse",0.8,0,"alpha 0.8, lambda 0"
"Test Set 10",0.758426,10,"rmsle",0.8,0,"alpha 0.8, lambda 0"
"Test Set 1",1644.4756,1,"mae",0.5,0,"alpha 0.5, lambda 0"
"Test Set 1",26.22475,1,"mean_residual_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 1",6283821.5,1,"mse",0.5,0,"alpha 0.5, lambda 0"
"Test Set 1",643645.5,1,"null_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 1",0.17211951,1,"r2",0.5,0,"alpha 0.5, lambda 0"
"Test Set 1",494782.38,1,"residual_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 1",2506.7551,1,"rmse",0.5,0,"alpha 0.5, lambda 0"
"Test Set 1",0.7546345,1,"rmsle",0.5,0,"alpha 0.5, lambda 0"
"Test Set 2",1680.843,2,"mae",0.5,0,"alpha 0.5, lambda 0"
"Test Set 2",27.35191,2,"mean_residual_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 2",6985677.5,2,"mse",0.5,0,"alpha 0.5, lambda 0"
"Test Set 2",664765.8,2,"null_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 2",0.16290027,2,"r2",0.5,0,"alpha 0.5, lambda 0"
"Test Set 2",512055.1,2,"residual_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 2",2643.0432,2,"rmse",0.5,0,"alpha 0.5, lambda 0"
"Test Set 2",0.76454896,2,"rmsle",0.5,0,"alpha 0.5, lambda 0"
"Test Set 3",1670.7528,3,"mae",0.5,0,"alpha 0.5, lambda 0"
"Test Set 3",26.692753,3,"mean_residual_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 3",6557954,3,"mse",0.5,0,"alpha 0.5, lambda 0"
"Test Set 3",658570.06,3,"null_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 3",0.17041627,3,"r2",0.5,0,"alpha 0.5, lambda 0"
"Test Set 3",505560.72,3,"residual_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 3",2560.8503,3,"rmse",0.5,0,"alpha 0.5, lambda 0"
"Test Set 3",0.75335896,3,"rmsle",0.5,0,"alpha 0.5, lambda 0"
"Test Set 4",1677.5554,4,"mae",0.5,0,"alpha 0.5, lambda 0"
"Test Set 4",27.035257,4,"mean_residual_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 4",7274597.5,4,"mse",0.5,0,"alpha 0.5, lambda 0"
"Test Set 4",664564.5,4,"null_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 4",0.1570666,4,"r2",0.5,0,"alpha 0.5, lambda 0"
"Test Set 4",510425.66,4,"residual_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 4",2697.1462,4,"rmse",0.5,0,"alpha 0.5, lambda 0"
"Test Set 4",0.75807905,4,"rmsle",0.5,0,"alpha 0.5, lambda 0"
"Test Set 5",1671.7188,5,"mae",0.5,0,"alpha 0.5, lambda 0"
"Test Set 5",27.042461,5,"mean_residual_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 5",6894834.5,5,"mse",0.5,0,"alpha 0.5, lambda 0"
"Test Set 5",654700.25,5,"null_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 5",0.16190659,5,"r2",0.5,0,"alpha 0.5, lambda 0"
"Test Set 5",505045,5,"residual_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 5",2625.8018,5,"rmse",0.5,0,"alpha 0.5, lambda 0"
"Test Set 5",0.76211756,5,"rmsle",0.5,0,"alpha 0.5, lambda 0"
"Test Set 6",1538.6011,6,"mae",0.5,0,"alpha 0.5, lambda 0"
"Test Set 6",24.130594,6,"mean_residual_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 6",6740786,6,"mse",0.5,0,"alpha 0.5, lambda 0"
"Test Set 6",674620.56,6,"null_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 6",0.21754281,6,"r2",0.5,0,"alpha 0.5, lambda 0"
"Test Set 6",451990.2,6,"residual_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 6",2596.3025,6,"rmse",0.5,0,"alpha 0.5, lambda 0"
"Test Set 6",0.6867729,6,"rmsle",0.5,0,"alpha 0.5, lambda 0"
"Test Set 7",1689.8525,7,"mae",0.5,0,"alpha 0.5, lambda 0"
"Test Set 7",27.46529,7,"mean_residual_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 7",7461843.5,7,"mse",0.5,0,"alpha 0.5, lambda 0"
"Test Set 7",663674,7,"null_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 7",0.14792545,7,"r2",0.5,0,"alpha 0.5, lambda 0"
"Test Set 7",514754.47,7,"residual_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 7",2731.6375,7,"rmse",0.5,0,"alpha 0.5, lambda 0"
"Test Set 7",0.75530314,7,"rmsle",0.5,0,"alpha 0.5, lambda 0"
"Test Set 8",1581.7986,8,"mae",0.5,0,"alpha 0.5, lambda 0"
"Test Set 8",25.106495,8,"mean_residual_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 8",7261214.5,8,"mse",0.5,0,"alpha 0.5, lambda 0"
"Test Set 8",675417.25,8,"null_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 8",0.19779761,8,"r2",0.5,0,"alpha 0.5, lambda 0"
"Test Set 8",473659.12,8,"residual_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 8",2694.664,8,"rmse",0.5,0,"alpha 0.5, lambda 0"
"Test Set 8",0.71549547,8,"rmsle",0.5,0,"alpha 0.5, lambda 0"
"Test Set 9",1691.2769,9,"mae",0.5,0,"alpha 0.5, lambda 0"
"Test Set 9",27.837404,9,"mean_residual_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 9",7415873.5,9,"mse",0.5,0,"alpha 0.5, lambda 0"
"Test Set 9",681629.25,9,"null_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 9",0.15571462,9,"r2",0.5,0,"alpha 0.5, lambda 0"
"Test Set 9",526266.1,9,"residual_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 9",2723.2102,9,"rmse",0.5,0,"alpha 0.5, lambda 0"
"Test Set 9",0.76310724,9,"rmsle",0.5,0,"alpha 0.5, lambda 0"
"Test Set 10",1653.2131,10,"mae",0.5,0,"alpha 0.5, lambda 0"
"Test Set 10",26.910192,10,"mean_residual_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 10",7073710,10,"mse",0.5,0,"alpha 0.5, lambda 0"
"Test Set 10",672651.3,10,"null_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 10",0.16085784,10,"r2",0.5,0,"alpha 0.5, lambda 0"
"Test Set 10",511024.56,10,"residual_deviance",0.5,0,"alpha 0.5, lambda 0"
"Test Set 10",2659.6448,10,"rmse",0.5,0,"alpha 0.5, lambda 0"
"Test Set 10",0.75193495,10,"rmsle",0.5,0,"alpha 0.5, lambda 0"
"Test Set 1",1651.3651,1,"mae",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 1",26.37616,1,"mean_residual_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 1",7011238.5,1,"mse",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 1",657289.56,1,"null_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 1",0.17269611,1,"r2",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 1",492917.7,1,"residual_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 1",2647.8743,1,"rmse",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 1",0.744287,1,"rmsle",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 2",1659.1844,2,"mae",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 2",26.829529,2,"mean_residual_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 2",7046664,2,"mse",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 2",672541.3,2,"null_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 2",0.17167443,2,"r2",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 2",507534.22,2,"residual_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 2",2654.5554,2,"rmse",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 2",0.75103146,2,"rmsle",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 3",1650.8514,3,"mae",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 3",26.392797,3,"mean_residual_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 3",6952772.5,3,"mse",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 3",667775.25,3,"null_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 3",0.17259446,3,"r2",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 3",502307.72,3,"residual_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 3",2636.811,3,"rmse",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 3",0.75000733,3,"rmsle",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 4",1668.3151,4,"mae",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 4",27.077435,4,"mean_residual_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 4",7814841,4,"mse",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 4",670329.4,4,"null_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 4",0.1529016,4,"r2",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 4",510355.5,4,"residual_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 4",2795.5037,4,"rmse",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 4",0.7496396,4,"rmsle",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 5",1678.1395,5,"mae",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 5",27.05985,5,"mean_residual_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 5",6956692,5,"mse",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 5",680981.9,5,"null_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 5",0.17550732,5,"r2",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 5",512811.22,5,"residual_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 5",2637.5542,5,"rmse",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 5",0.7579949,5,"rmsle",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 6",1654.4813,6,"mae",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 6",26.521164,6,"mean_residual_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 6",6605366.5,6,"mse",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 6",657131.5,6,"null_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 6",0.17760062,6,"r2",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 6",496396.62,6,"residual_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 6",2570.0908,6,"rmse",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 6",0.7522746,6,"rmsle",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 7",1650.686,7,"mae",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 7",26.621826,7,"mean_residual_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 7",6857277,7,"mse",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 7",663404.3,7,"null_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 7",0.17313564,7,"r2",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 7",499851.4,7,"residual_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 7",2618.6404,7,"rmse",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 7",0.7557325,7,"rmsle",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 8",1666.5393,8,"mae",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 8",26.84176,8,"mean_residual_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 8",7237864,8,"mse",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 8",674730.2,8,"null_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 8",0.1674205,8,"r2",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 8",509295.56,8,"residual_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 8",2690.328,8,"rmse",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 8",0.75362927,8,"rmsle",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 9",1649.84,9,"mae",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 9",26.487886,9,"mean_residual_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 9",6586607.5,9,"mse",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 9",655364.8,9,"null_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 9",0.17462762,9,"r2",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 9",497495.5,9,"residual_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 9",2566.4387,9,"rmse",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 9",0.75348735,9,"rmsle",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 10",1647.9354,10,"mae",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 10",26.444948,10,"mean_residual_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 10",6837858,10,"mse",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 10",654665.8,10,"null_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 10",0.17406724,10,"r2",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 10",492748.72,10,"residual_deviance",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 10",2614.93,10,"rmse",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 10",0.75257635,10,"rmsle",0.9,0.0001,"alpha 0.9, lambda 0.0001"
"Test Set 1",1710.7457,1,"mae",0.3,0,"alpha 0.3, lambda 0"
"Test Set 1",28.047766,1,"mean_residual_deviance",0.3,0,"alpha 0.3, lambda 0"
"Test Set 1",7843865,1,"mse",0.3,0,"alpha 0.3, lambda 0"
"Test Set 1",687921.7,1,"null_deviance",0.3,0,"alpha 0.3, lambda 0"
"Test Set 1",0.1511041,1,"r2",0.3,0,"alpha 0.3, lambda 0"
"Test Set 1",530186.94,1,"residual_deviance",0.3,0,"alpha 0.3, lambda 0"
"Test Set 1",2800.6902,1,"rmse",0.3,0,"alpha 0.3, lambda 0"
"Test Set 1",0.76479834,1,"rmsle",0.3,0,"alpha 0.3, lambda 0"
"Test Set 2",1683.1135,2,"mae",0.3,0,"alpha 0.3, lambda 0"
"Test Set 2",27.38479,2,"mean_residual_deviance",0.3,0,"alpha 0.3, lambda 0"
"Test Set 2",7392752.5,2,"mse",0.3,0,"alpha 0.3, lambda 0"
"Test Set 2",671013.06,2,"null_deviance",0.3,0,"alpha 0.3, lambda 0"
"Test Set 2",0.15690331,2,"r2",0.3,0,"alpha 0.3, lambda 0"
"Test Set 2",515737.75,2,"residual_deviance",0.3,0,"alpha 0.3, lambda 0"
"Test Set 2",2718.9617,2,"rmse",0.3,0,"alpha 0.3, lambda 0"
"Test Set 2",0.76172626,2,"rmsle",0.3,0,"alpha 0.3, lambda 0"
"Test Set 3",1677.6887,3,"mae",0.3,0,"alpha 0.3, lambda 0"
"Test Set 3",27.38474,3,"mean_residual_deviance",0.3,0,"alpha 0.3, lambda 0"
"Test Set 3",7603901,3,"mse",0.3,0,"alpha 0.3, lambda 0"
"Test Set 3",668676.4,3,"null_deviance",0.3,0,"alpha 0.3, lambda 0"
"Test Set 3",0.15205562,3,"r2",0.3,0,"alpha 0.3, lambda 0"
"Test Set 3",514559.28,3,"residual_deviance",0.3,0,"alpha 0.3, lambda 0"
"Test Set 3",2757.517,3,"rmse",0.3,0,"alpha 0.3, lambda 0"
"Test Set 3",0.76117224,3,"rmsle",0.3,0,"alpha 0.3, lambda 0"
"Test Set 4",1577.5035,4,"mae",0.3,0,"alpha 0.3, lambda 0"
"Test Set 4",25.064953,4,"mean_residual_deviance",0.3,0,"alpha 0.3, lambda 0"
"Test Set 4",6815763.5,4,"mse",0.3,0,"alpha 0.3, lambda 0"
